vessel_id,vessel_type,month,speed_knots,course_change_deg,distance_to_route_nm,draught_m,wind_speed_knots,visibility_nm,traffic_density,signal_gap_minutes,anomaly
V03096,tanker,6,8.7,1.35,15.33,6.27,11.21,8.68,0.539,0.9,0
V03097,tanker,10,16.79,0.08,7.12,9.35,10.04,9.32,0.3307,2.65,0
V03098,container,1,12.92,1.06,9.65,9.81,0.21,6.63,0.4178,0.57,0
V03099,tanker,1,6.73,4.83,5.43,8.51,10.05,10.18,0.7291,0.53,0
V03100,cargo,1,7.33,5.6,14.82,9.61,7.92,6.08,0.5985,6.93,0
V03101,container,11,12.35,2.5,8.71,10.17,24.75,9.09,0.7319,9.58,0
V03102,cargo,3,11.54,4.83,5.92,5.51,2.76,9.45,0.8043,0.15,0
V03103,tanker,2,12.52,1.78,40.49,3.47,8.97,6.82,0.4382,1.57,0
V03104,cargo,6,12.94,4.14,12.2,6.64,12.07,9.78,0.056,4.78,0
V03105,cargo,5,15.15,10.53,11.93,5.26,5.34,9.91,0.2062,3.02,0
V03106,cargo,6,11.59,2.57,14.17,11.32,8.27,13.81,0.9684,0.68,0
V03107,cargo,12,11.26,9.24,4.14,7.25,16.65,6.49,0.5342,1.16,0
V03108,container,4,17.53,10.18,6.52,11.33,15.36,5.65,0.5077,12.01,0
V03109,cargo,9,9.74,1.89,68.55,11.21,7.71,7.42,0.6679,2.6,0
V03110,tanker,2,14.27,10.72,3.56,6.68,15.62,8.96,0.8042,8.85,0
V03111,tanker,5,13.91,5.65,4.15,8.35,9.65,10.89,0.1979,4.05,0
V03112,container,3,8.69,6.42,16.44,7.36,4.54,5.88,0.5459,1.16,0
V03113,cargo,1,10.71,2.34,17.04,9.1,14.57,8.04,0.2163,7.31,0
V03114,passenger,11,7.32,5.29,4.42,7.36,6.25,6.89,0.7604,2.88,0
V03115,cargo,10,12.99,0.26,2.92,9.58,1.43,8.71,0.7338,1.07,0
V03116,passenger,8,9.63,13.1,3.58,5.85,10.62,11.24,0.4329,1.1,0
V03117,tanker,5,13.83,6.62,12.03,10.68,23.28,9.53,0.842,3.92,0
V03118,container,3,13.57,4.98,7.52,5.0,3.82,1.41,0.7724,1.84,0
V03119,container,12,12.92,0.71,8.8,4.0,7.37,10.14,0.5882,0.83,0
V03120,cargo,12,9.16,0.96,11.87,8.22,6.38,7.5,0.3102,1.24,0
V03121,cargo,3,7.37,20.12,11.77,6.85,6.9,3.66,0.6992,2.47,0
V03122,cargo,2,9.28,11.83,4.35,5.79,10.9,9.64,0.7729,0.98,0
V03123,tanker,9,10.7,6.85,4.07,6.14,13.19,5.88,0.6112,6.79,0
V03124,cargo,1,10.49,2.88,14.61,8.46,2.33,12.81,0.2864,7.65,0
V03125,tanker,10,13.17,14.44,4.96,6.59,1.58,6.85,0.2449,2.47,0
V03126,cargo,5,11.11,3.52,19.12,5.12,3.54,8.76,0.5042,4.61,0
V03127,container,11,15.06,9.1,3.95,7.46,16.73,8.89,0.5147,2.51,0
V03128,container,8,14.85,1.48,8.45,5.81,8.27,8.83,0.688,2.92,0
V03129,cargo,12,6.08,2.62,26.61,10.8,13.14,15.0,0.5018,2.19,0
V03130,cargo,10,16.06,3.72,20.27,4.76,4.66,8.86,0.9347,0.63,0
V03131,cargo,10,5.98,1.9,7.4,5.46,6.33,7.23,0.5986,3.75,0
V03132,container,6,13.19,7.04,4.38,10.04,3.93,14.45,0.4085,9.88,0
V03133,cargo,10,5.33,2.62,37.09,12.17,4.74,13.84,0.9164,0.06,0
V03134,passenger,10,14.78,2.6,13.57,7.2,4.13,6.83,0.2901,3.88,0
V03135,cargo,2,8.75,4.61,13.31,6.3,13.2,4.6,0.8546,3.02,0
V03136,cargo,6,12.04,3.54,25.76,6.45,22.43,12.75,0.7515,1.36,0
V03137,cargo,6,15.81,0.28,10.14,6.15,16.12,7.02,0.7776,3.81,0
V03138,cargo,12,13.41,10.88,2.97,9.43,6.66,7.73,0.3642,8.83,0
V03139,cargo,8,11.75,3.26,14.24,10.52,6.66,9.79,0.2621,1.19,0
V03140,passenger,7,9.94,9.32,6.24,7.83,1.37,10.23,0.8473,3.15,0
V03141,cargo,10,12.54,2.98,25.64,7.51,1.82,6.32,0.5436,7.43,0
V03142,cargo,10,13.64,4.37,15.12,6.2,2.64,9.86,0.6744,0.69,0
V03143,passenger,5,7.38,6.24,1.8,3.77,10.23,6.77,0.7829,6.17,0
V03144,container,1,12.9,6.64,7.33,4.9,11.08,4.31,0.9041,3.62,0
V03145,tanker,9,14.63,4.75,16.63,8.19,2.77,11.12,0.4553,13.7,0
V03146,tanker,8,8.16,2.42,2.45,3.97,18.01,9.42,0.4055,0.94,0
V03147,container,6,9.91,6.36,6.21,8.93,13.01,2.98,0.6489,0.93,0
V03148,container,5,10.76,0.43,10.25,5.11,7.97,6.72,0.348,2.6,0
V03149,tanker,8,7.9,7.43,3.74,7.52,2.46,8.43,0.5383,1.96,0
V03150,passenger,5,9.28,2.86,7.71,8.45,6.44,10.0,0.13,1.27,0
V03151,tanker,2,11.46,7.28,6.27,8.22,1.29,7.34,0.1959,1.53,0
V03152,tanker,3,15.64,1.32,22.06,9.73,8.56,5.92,0.3266,7.25,0
V03153,cargo,11,8.51,7.25,9.98,6.46,6.0,8.48,0.4961,0.06,0
V03154,tanker,7,14.52,5.99,16.37,8.24,14.87,12.74,0.4795,7.37,0
V03155,passenger,6,13.35,10.7,20.27,5.45,10.81,9.74,0.6845,2.53,0
V03156,passenger,8,9.75,9.25,15.84,9.67,8.14,15.0,0.7598,0.92,0
V03157,cargo,12,11.73,1.31,17.08,6.12,6.52,7.3,0.3096,8.45,0
V03158,passenger,3,9.27,3.33,5.59,6.48,3.58,15.0,0.3553,2.42,0
V03159,cargo,1,8.55,8.81,1.08,3.62,6.55,10.95,0.2912,14.6,0
V03160,passenger,11,9.54,2.74,6.2,7.2,5.85,1.21,0.7493,3.44,0
V03161,cargo,2,14.51,6.3,7.74,6.4,15.05,5.63,0.5229,3.47,0
V03162,container,11,8.8,0.42,15.65,7.24,16.22,9.31,0.5629,2.42,0
V03163,passenger,8,12.38,9.08,13.15,5.56,1.45,4.41,0.8352,9.08,1
V03164,tanker,9,9.91,2.36,23.08,3.35,2.37,7.29,0.3032,3.1,0
V03165,cargo,2,14.99,6.2,7.92,9.5,25.27,6.62,0.2983,6.87,0
V03166,cargo,1,9.24,8.77,12.4,9.83,6.69,8.86,0.5335,3.1,0
V03167,container,3,13.3,1.45,5.41,2.42,1.54,0.76,0.7571,0.99,0
V03168,cargo,4,6.59,10.34,8.66,6.85,8.6,9.89,0.5013,1.34,0
V03169,container,11,9.6,4.95,5.56,8.58,7.23,9.04,0.2428,3.99,0
V03170,container,1,11.58,6.87,6.82,6.37,4.57,5.93,0.8983,9.81,0
V03171,passenger,2,7.03,8.01,24.59,10.69,9.95,9.06,0.3112,3.43,0
V03172,container,6,12.85,0.6,12.8,7.5,6.94,10.5,0.893,0.17,0
V03173,tanker,2,9.1,2.35,14.08,7.61,7.38,7.1,0.6082,2.44,0
V03174,tanker,3,16.07,3.16,19.02,10.12,17.94,7.39,0.8388,0.06,0
V03175,passenger,12,10.55,2.33,7.52,10.82,6.68,11.47,0.5496,0.61,0
V03176,passenger,10,11.45,8.95,26.34,3.01,2.98,7.31,0.5112,1.14,0
V03177,cargo,6,12.58,7.61,16.66,10.12,14.68,8.94,0.7256,5.98,0
V03178,cargo,3,13.42,5.39,11.94,5.12,0.96,8.52,0.6065,5.91,0
V03179,container,5,13.73,4.23,9.5,5.88,2.46,2.77,0.5322,10.46,0
V03180,cargo,9,13.3,1.95,8.5,8.22,3.92,7.52,0.3811,3.01,0
V03181,tanker,10,14.29,1.24,8.36,7.64,4.3,12.53,0.4881,5.32,0
V03182,container,11,8.64,11.35,13.16,5.2,14.01,6.41,0.6229,0.77,0
V03183,container,7,13.9,0.15,12.83,6.03,8.98,6.01,0.8059,8.05,0
V03184,cargo,12,4.31,1.73,7.71,9.57,14.27,9.97,0.5652,0.27,0
V03185,container,11,13.46,2.69,27.27,6.17,10.06,4.59,0.4962,2.04,0
V03186,container,9,15.28,3.21,48.25,6.11,0.71,7.57,0.3793,7.97,0
V03187,cargo,3,12.57,11.4,16.84,9.15,6.23,8.37,0.8019,0.74,0
V03188,container,12,12.26,9.7,17.46,8.86,8.48,2.91,0.4644,0.57,0
V03189,container,5,10.27,6.91,20.48,10.32,1.54,10.2,0.1426,3.56,0
V03190,tanker,4,6.79,1.86,21.86,10.24,9.19,2.85,0.7086,2.47,0
V03191,cargo,7,10.01,4.26,25.66,9.46,19.32,7.48,0.2444,3.04,1
V03192,cargo,9,13.07,7.13,11.65,9.5,4.23,4.54,0.3881,1.87,1
V03193,tanker,6,4.32,3.09,3.34,7.07,13.0,6.8,0.4923,4.37,0
V03194,passenger,11,7.22,5.94,6.43,7.67,10.97,10.83,0.8523,0.13,0
V03195,container,7,13.64,0.89,16.13,7.58,7.17,8.57,0.7689,0.81,0
V03196,cargo,12,9.39,0.05,5.09,8.81,4.16,8.99,0.3701,2.27,0
V03197,passenger,5,13.93,2.71,11.68,4.23,10.49,8.41,0.7143,0.22,0
V03198,tanker,5,12.45,2.57,19.23,7.6,13.79,8.2,0.5142,1.24,0
V03199,cargo,3,8.98,0.21,6.02,4.84,8.67,9.59,0.5635,9.42,0
V03200,tanker,12,12.22,1.48,14.56,11.22,8.75,5.33,0.3927,9.28,0
V03201,tanker,5,9.05,13.46,11.63,7.0,7.53,11.7,0.9378,7.0,0
V03202,tanker,8,8.2,12.86,9.78,10.03,4.94,14.3,0.7576,0.59,0
V03203,tanker,2,13.8,12.4,8.73,8.86,22.73,9.21,0.1562,2.06,0
V03204,passenger,7,10.86,8.24,12.05,11.51,6.65,8.35,0.7162,4.56,0
V03205,cargo,1,14.98,12.02,13.34,8.19,12.02,11.91,0.7439,2.01,0
V03206,tanker,9,8.64,1.09,11.8,5.52,9.77,9.97,0.2957,2.33,0
V03207,tanker,1,3.33,15.7,13.06,8.29,19.63,14.11,0.7672,2.06,0
V03208,tanker,8,13.9,4.1,9.55,9.45,10.1,1.26,0.4694,2.51,0
V03209,cargo,2,13.46,5.15,30.48,7.29,7.42,6.59,0.75,4.99,0
V03210,cargo,1,14.04,9.86,36.43,7.89,6.2,9.31,0.9009,10.73,0
V03211,container,9,12.51,16.1,22.8,12.27,4.41,6.78,0.2462,1.96,1
V03212,cargo,11,9.68,2.12,18.36,6.95,3.12,10.06,0.8007,0.98,0
V03213,cargo,6,10.01,5.24,6.05,10.94,14.1,8.15,0.2726,4.72,0
V03214,container,9,14.95,17.16,6.2,7.44,4.27,8.13,0.7075,0.28,1
V03215,cargo,9,10.59,6.27,10.24,5.49,7.95,7.88,0.1853,0.18,0
V03216,container,1,12.08,2.68,4.33,11.53,4.69,5.36,0.4427,4.95,0
V03217,passenger,10,10.39,0.23,16.9,7.75,3.69,10.71,0.4912,5.14,0
V03218,cargo,7,12.1,6.62,9.57,5.72,13.47,6.38,0.2429,1.2,0
V03219,tanker,7,13.25,18.29,2.59,5.82,7.29,9.93,0.706,5.65,0
V03220,cargo,9,7.46,3.36,4.06,7.02,5.01,11.04,0.3752,0.78,0
V03221,cargo,6,13.18,6.31,4.52,7.92,16.01,15.0,0.757,4.22,0
V03222,tanker,2,10.05,0.4,5.33,11.56,9.1,4.49,0.3415,10.86,0
V03223,tanker,7,13.85,1.8,19.97,7.51,8.83,9.33,0.4866,0.61,0
V03224,cargo,3,7.37,14.41,4.27,8.8,17.41,6.34,0.4502,4.36,0
V03225,container,4,6.41,4.92,11.79,9.83,5.07,8.26,0.1004,0.77,0
V03226,tanker,4,14.18,7.99,8.86,6.82,2.5,10.72,0.6388,2.51,0
V03227,cargo,4,8.2,0.26,4.83,5.89,4.2,11.38,0.2895,2.74,0
V03228,cargo,5,7.97,4.97,17.06,10.68,8.25,4.08,0.5443,5.04,0
V03229,passenger,12,12.12,11.29,3.71,5.72,3.55,5.26,0.3483,3.44,0
V03230,container,4,19.58,5.27,15.1,8.17,4.22,5.24,0.4856,0.44,0
V03231,tanker,10,14.89,8.59,4.18,7.83,15.01,9.39,0.788,4.84,0
V03232,cargo,5,9.56,4.01,7.68,5.42,3.72,8.4,0.5936,2.15,0
V03233,container,6,7.9,2.62,23.58,5.57,10.66,4.67,0.2464,4.91,0
V03234,container,1,13.84,2.29,5.89,6.82,10.93,5.65,0.6275,4.5,0
V03235,container,4,12.13,0.39,10.27,5.71,23.78,9.03,0.5096,0.44,0
V03236,container,4,17.36,8.78,17.47,9.78,15.46,10.9,0.7825,5.77,0
V03237,container,3,18.65,1.65,39.55,5.65,7.02,4.25,0.4613,2.64,0
V03238,cargo,10,12.14,0.58,27.99,9.25,9.36,10.29,0.6057,2.52,0
V03239,container,7,12.36,0.33,16.28,7.83,5.05,1.86,0.7211,2.27,0
V03240,container,3,5.6,3.64,3.72,2.58,3.83,14.65,0.7393,7.53,0
V03241,container,12,4.87,1.17,3.53,5.02,4.39,9.71,0.9586,6.16,0
V03242,cargo,2,10.18,18.24,13.84,6.84,6.46,8.17,0.5544,1.0,0
V03243,container,2,13.88,8.71,11.63,6.75,19.05,9.42,0.6389,3.63,0
V03244,container,7,11.94,7.19,17.49,9.53,15.22,9.15,0.3221,7.81,1
V03245,tanker,11,9.49,1.68,8.85,5.73,12.93,6.78,0.5584,3.63,0
V03246,container,10,3.8,2.07,6.67,10.62,18.63,10.96,0.643,3.04,0
V03247,tanker,1,14.01,6.28,8.84,7.93,10.31,1.58,0.6502,8.25,0
V03248,tanker,8,12.62,6.87,12.14,8.65,12.79,9.72,0.7269,0.56,0
V03249,cargo,7,9.12,2.28,9.08,5.87,17.19,15.0,0.9272,4.74,0
V03250,cargo,1,13.29,5.53,7.03,11.28,1.96,10.2,0.5209,0.09,0
V03251,tanker,7,9.8,3.19,13.07,6.59,6.33,8.0,0.6106,8.5,0
V03252,passenger,3,9.4,0.1,14.84,6.36,3.15,8.35,0.4184,0.94,0
V03253,tanker,4,10.53,4.51,10.3,8.04,1.48,7.19,0.618,9.0,0
V03254,tanker,11,12.94,3.28,11.33,9.21,8.73,12.4,0.8933,1.01,0
V03255,tanker,7,7.49,5.22,2.46,5.64,10.7,9.1,0.5336,1.72,0
V03256,cargo,4,9.89,8.23,7.47,8.91,9.72,3.79,0.5487,3.22,0
V03257,cargo,7,9.14,7.84,23.77,6.9,11.39,15.0,0.0794,1.91,0
V03258,cargo,12,11.5,7.57,4.74,8.4,21.61,13.09,0.5271,0.32,0
V03259,tanker,5,10.23,3.29,14.84,5.34,13.49,12.03,0.6142,0.04,0
V03260,cargo,3,9.12,6.35,32.68,6.05,22.95,9.07,0.5641,7.81,0
V03261,container,2,13.33,4.93,4.19,11.11,4.78,13.47,0.5315,1.5,1
V03262,cargo,1,9.02,1.88,10.88,2.44,9.43,3.21,0.6442,5.65,0
V03263,cargo,8,10.98,3.51,13.47,8.86,2.58,7.9,0.3202,1.84,0
V03264,passenger,4,18.65,0.23,14.2,4.15,13.49,10.76,0.477,4.08,0
V03265,cargo,11,14.97,2.64,9.14,7.29,11.78,12.26,0.9476,2.93,0
V03266,cargo,10,11.16,0.45,3.14,8.92,8.84,1.92,0.3461,0.72,0
V03267,container,7,11.99,2.27,9.02,6.17,20.18,8.24,0.4849,1.5,0
V03268,passenger,7,9.19,6.33,6.0,7.94,39.62,9.23,0.4377,8.7,0
V03269,passenger,3,11.01,2.2,8.52,8.77,7.16,3.85,0.5917,4.93,0
V03270,tanker,9,12.78,3.65,6.45,4.56,5.49,7.38,0.7235,2.43,0
V03271,cargo,12,8.09,7.32,18.06,8.74,9.54,4.9,0.1969,5.39,0
V03272,tanker,8,5.25,0.24,2.47,11.16,17.25,13.27,0.3282,4.13,0
V03273,cargo,6,13.48,0.82,7.51,3.88,17.22,10.39,0.6596,7.93,0
V03274,tanker,3,11.77,15.11,52.7,7.32,9.03,12.94,0.3304,0.08,0
V03275,cargo,5,17.61,0.85,10.99,10.9,3.54,8.28,0.5144,0.37,0
V03276,cargo,4,6.95,6.53,6.53,7.08,3.83,6.83,0.7543,1.82,0
V03277,tanker,4,10.97,7.83,41.1,4.54,2.38,10.06,0.6868,19.43,0
V03278,cargo,8,16.62,0.54,6.48,5.64,16.97,8.09,0.723,4.37,0
V03279,cargo,8,17.81,0.01,6.29,5.83,11.19,5.69,0.6385,7.09,0
V03280,passenger,4,9.36,4.85,8.6,4.12,13.08,9.9,0.4084,0.92,0
V03281,container,9,12.65,3.87,7.99,7.28,6.12,15.0,0.2972,23.64,0
V03282,cargo,3,9.72,4.05,20.51,6.44,1.62,8.64,0.2209,4.24,0
V03283,cargo,8,8.01,0.25,19.8,4.98,13.11,8.86,0.4712,0.84,0
V03284,container,2,8.12,1.88,4.73,8.01,11.06,9.24,0.3004,2.94,0
V03285,passenger,5,8.17,7.33,7.37,5.77,10.1,7.68,0.5261,1.95,0
V03286,container,6,3.2,2.52,3.97,10.28,3.55,10.56,0.2522,20.87,0
V03287,cargo,11,6.68,3.87,3.21,5.82,5.13,4.52,0.6755,3.74,0
V03288,tanker,10,10.95,6.09,27.67,10.86,13.52,3.67,0.8834,6.83,1
V03289,cargo,9,11.28,7.11,18.43,7.52,4.68,7.85,0.3813,1.85,0
V03290,cargo,5,9.76,9.75,10.27,7.21,14.75,8.15,0.5695,0.57,0
V03291,cargo,3,13.99,9.42,16.02,4.82,3.42,15.0,0.7545,14.49,0
V03292,cargo,8,13.61,2.03,9.84,5.51,7.82,7.76,0.7256,1.26,0
V03293,container,6,13.71,5.57,6.02,2.9,3.01,10.06,0.5022,1.7,0
V03294,passenger,11,13.1,2.62,9.19,10.01,9.39,11.64,0.2553,9.82,0
V03295,tanker,2,13.06,1.4,17.22,9.63,14.27,9.68,0.5983,3.27,0
V03296,cargo,11,11.46,5.43,5.0,7.7,13.06,10.78,0.7361,0.11,0
V03297,container,3,12.41,8.57,6.87,7.15,2.62,7.12,0.8387,7.22,0
V03298,cargo,10,6.31,1.07,3.67,10.08,12.93,11.37,0.3228,5.49,0
V03299,container,8,8.0,7.93,6.44,7.34,5.41,9.72,0.4146,10.71,0
V03300,container,12,13.72,1.28,9.11,9.24,1.15,5.16,0.4859,11.96,0
V03301,container,4,12.69,3.7,19.61,7.88,4.4,12.86,0.4951,1.85,0
V03302,tanker,10,9.51,6.29,3.34,4.7,4.64,7.39,0.4803,3.0,0
V03303,container,2,10.18,3.3,6.62,8.33,4.8,8.79,0.5505,0.1,0
V03304,cargo,3,13.37,1.74,6.84,8.07,9.69,8.5,0.2967,1.2,0
V03305,tanker,12,8.08,6.78,28.76,6.34,2.32,6.96,0.2406,4.65,0
V03306,container,1,9.11,12.75,3.24,2.67,3.09,6.61,0.4865,3.07,0
V03307,tanker,4,14.16,4.14,5.01,7.0,6.74,8.96,0.2211,4.97,0
V03308,cargo,7,11.62,1.69,7.12,6.07,10.23,9.41,0.7197,2.65,0
V03309,cargo,6,15.34,10.45,8.3,8.16,13.14,11.33,0.5141,2.3,0
V03310,container,5,8.81,4.75,9.49,10.64,15.39,9.97,0.4918,3.69,0
V03311,cargo,7,8.32,2.6,4.18,6.42,17.55,6.89,0.7019,0.79,0
V03312,cargo,3,12.76,4.35,28.42,3.88,20.1,7.0,0.1517,0.8,0
V03313,cargo,7,13.7,14.4,8.72,1.26,5.91,10.76,0.3974,3.17,0
V03314,cargo,11,4.8,1.79,6.18,5.06,13.64,3.18,0.9113,2.91,0
V03315,tanker,5,12.39,9.45,13.32,10.03,16.72,8.7,0.3921,0.59,0
V03316,passenger,7,15.62,7.37,13.97,10.24,3.29,14.34,0.4699,14.09,0
V03317,cargo,3,7.64,6.78,4.3,6.66,10.82,8.17,0.6003,5.97,0
V03318,container,8,3.8,1.84,10.37,6.46,5.26,5.51,0.55,7.26,0
V03319,container,7,10.17,3.14,6.1,7.69,8.12,13.13,0.94,18.74,0
V03320,container,6,10.64,16.08,16.44,7.13,3.1,9.1,0.1676,0.83,0
V03321,container,7,12.76,4.51,7.73,7.22,2.48,6.76,0.7963,0.84,1
V03322,cargo,2,7.79,23.02,24.37,5.64,15.66,8.3,0.8018,0.5,0
V03323,tanker,12,10.84,6.29,12.63,6.32,5.37,11.32,0.1062,3.24,0
V03324,cargo,8,6.78,12.35,6.03,9.12,7.5,0.77,0.5873,6.33,0
V03325,cargo,9,8.51,3.09,11.81,8.62,14.57,9.34,0.337,0.35,0
V03326,tanker,11,13.42,0.3,18.22,6.97,8.13,8.48,0.5741,0.19,0
V03327,passenger,10,12.54,4.77,14.19,9.3,6.73,7.55,0.1613,4.93,0
V03328,container,2,10.5,2.61,13.67,7.34,13.5,8.81,0.1073,4.94,1
V03329,container,9,13.25,7.55,6.46,9.78,15.2,13.27,0.7853,10.84,0
V03330,tanker,7,8.64,11.31,43.59,6.81,7.26,8.36,0.4037,0.98,0
V03331,tanker,4,9.7,12.56,24.87,4.87,5.8,6.93,0.1791,14.01,1
V03332,cargo,11,11.61,4.2,8.77,11.09,2.87,11.78,0.1533,1.52,0
V03333,tanker,7,8.26,3.87,1.85,2.81,6.36,7.34,0.7975,4.28,0
V03334,cargo,12,9.79,13.42,14.37,6.92,4.76,3.77,0.4074,24.14,0
V03335,tanker,10,6.93,7.98,43.87,6.96,8.12,12.49,0.4543,2.06,0
V03336,tanker,2,10.36,0.56,21.99,3.61,12.48,4.25,0.1572,1.69,0
V03337,cargo,1,9.75,0.06,8.81,7.9,11.79,9.91,0.3118,7.22,0
V03338,passenger,10,11.15,8.79,5.1,10.31,1.33,9.2,0.7305,2.45,0
V03339,container,2,10.55,8.73,3.72,10.39,6.16,6.61,0.44,3.85,0
V03340,cargo,5,9.81,10.82,8.06,4.15,19.11,10.21,0.4453,2.82,0
V03341,container,8,11.22,8.64,2.69,7.87,8.3,11.55,0.3126,1.64,0
V03342,cargo,11,6.28,0.31,6.07,5.96,1.49,11.11,0.2061,1.72,0
V03343,cargo,11,8.79,8.04,25.14,10.5,12.35,8.79,0.6255,1.51,0
V03344,container,2,2.44,11.13,5.46,7.94,5.65,9.44,0.7349,2.97,0
V03345,container,4,8.8,0.51,6.33,6.79,5.38,9.55,0.6947,2.92,0
V03346,cargo,11,12.45,4.1,2.47,5.5,5.21,8.18,0.4009,11.19,0
V03347,cargo,11,15.2,3.82,7.15,6.06,14.28,7.92,0.5326,0.34,0
V03348,cargo,6,12.29,6.91,29.08,9.84,10.17,7.99,0.6782,0.97,0
V03349,cargo,11,16.06,7.44,10.01,2.4,3.76,7.89,0.4836,0.2,0
V03350,passenger,10,9.14,4.57,24.98,9.95,7.96,6.82,0.3679,5.7,1
V03351,cargo,3,7.02,4.99,7.35,6.62,10.81,6.87,0.7852,4.94,0
V03352,container,11,9.01,0.73,13.81,6.17,3.04,8.51,0.5559,7.33,0
V03353,tanker,2,15.3,6.2,5.21,9.01,14.12,12.03,0.2879,6.41,0
V03354,tanker,9,11.59,4.93,7.19,6.46,4.97,9.12,0.2416,3.2,0
V03355,passenger,8,5.58,8.34,14.45,4.36,4.88,11.04,0.5396,5.95,0
V03356,cargo,1,14.17,4.53,15.4,9.86,1.03,4.53,0.3882,0.54,0
V03357,container,4,6.05,1.59,4.87,6.43,9.0,4.03,0.9646,3.58,0
V03358,passenger,10,12.58,3.2,13.63,9.78,3.98,8.05,0.9463,0.4,0
V03359,container,9,6.07,7.23,15.52,4.81,9.88,2.95,0.9329,7.86,0
V03360,cargo,2,9.11,0.84,9.01,5.63,3.01,11.0,0.7803,1.37,0
V03361,tanker,10,10.84,16.08,3.27,7.88,7.51,9.15,0.3515,5.37,0
V03362,tanker,5,10.88,0.43,33.37,8.56,5.41,8.93,0.6614,12.62,1
V03363,passenger,3,9.44,3.78,9.88,6.35,21.66,13.47,0.5231,2.68,0
V03364,cargo,3,10.19,1.83,7.45,7.82,25.81,9.84,0.2354,1.27,0
V03365,cargo,5,11.13,4.98,7.72,6.14,21.46,12.59,0.8594,4.42,0
V03366,cargo,11,15.22,0.18,5.86,6.8,16.95,11.49,0.7707,0.26,0
V03367,container,8,17.62,17.89,11.31,5.31,0.88,6.34,0.323,0.16,0
V03368,cargo,5,11.75,0.78,20.78,7.78,14.46,10.93,0.7344,0.9,0
V03369,cargo,8,13.92,10.69,35.3,7.85,11.31,10.44,0.7292,4.36,0
V03370,passenger,2,13.52,2.61,9.53,6.72,5.61,5.44,0.6918,3.86,0
V03371,cargo,7,12.05,6.5,6.32,5.6,17.22,13.27,0.4921,0.79,0
V03372,cargo,11,12.52,3.53,21.54,8.84,12.54,3.01,0.7022,1.51,0
V03373,cargo,7,8.62,0.07,11.73,8.73,10.02,14.43,0.8887,0.94,0
V03374,cargo,9,10.76,2.63,11.66,5.7,10.51,7.94,0.6918,0.77,0
V03375,tanker,1,13.41,8.59,21.89,8.18,5.39,8.97,0.3704,3.21,0
V03376,container,12,10.41,4.35,2.46,10.43,9.89,10.52,0.2672,9.87,0
V03377,tanker,6,15.06,13.52,9.92,7.62,1.6,6.98,0.6155,1.93,0
V03378,cargo,4,16.73,4.59,12.73,8.09,4.58,5.65,0.2653,0.67,0
V03379,tanker,11,11.36,10.52,28.66,10.83,6.44,8.49,0.2304,2.62,0
V03380,cargo,6,10.01,4.85,24.08,8.36,2.13,3.4,0.7404,8.8,0
V03381,container,10,13.3,8.36,9.15,8.31,11.79,2.2,0.4661,0.87,0
V03382,cargo,3,10.91,3.96,12.87,5.03,1.69,12.55,0.6771,4.02,0
V03383,container,3,12.82,2.69,11.06,5.19,13.68,4.72,0.7427,9.33,0
V03384,cargo,7,12.66,4.38,3.21,5.41,12.74,6.23,0.7162,1.18,0
V03385,container,4,11.84,5.28,12.22,7.71,14.06,10.32,0.6092,7.07,0
V03386,passenger,11,9.09,11.61,3.73,5.28,6.72,8.58,0.449,3.08,0
V03387,cargo,5,8.58,4.42,4.68,5.04,3.11,9.33,0.4203,2.78,0
V03388,cargo,10,10.89,6.86,4.62,7.91,9.48,3.98,0.2245,0.43,0
V03389,container,3,10.9,10.71,4.9,5.19,5.35,5.77,0.3755,4.24,0
V03390,cargo,12,15.21,2.56,4.0,9.91,8.26,4.28,0.2658,2.59,0
V03391,passenger,9,13.82,2.5,1.97,10.02,4.06,8.28,0.3625,7.22,0
V03392,cargo,5,6.17,3.24,6.48,5.36,0.2,5.72,0.3045,7.25,0
V03393,container,4,9.71,4.96,2.75,5.4,9.41,4.33,0.3661,12.12,0
V03394,tanker,2,12.55,4.02,7.58,4.69,12.89,9.28,0.285,0.36,0
V03395,cargo,7,13.76,6.07,10.52,11.38,9.4,7.8,0.4768,4.12,0
V03396,passenger,9,7.68,0.31,3.08,8.07,3.23,10.49,0.2405,1.56,0
V03397,container,10,12.73,2.75,6.32,7.06,5.6,7.13,0.7046,5.96,0
V03398,cargo,6,9.03,0.79,6.8,9.17,6.98,4.84,0.7862,10.67,0
V03399,tanker,8,4.09,7.54,3.08,5.11,7.66,9.05,0.8263,0.6,0
V03400,tanker,4,6.74,9.46,8.04,6.47,10.64,2.44,0.6026,4.34,0
V03401,tanker,8,12.16,1.61,5.05,8.28,14.85,7.58,0.2679,1.44,0
V03402,tanker,3,13.9,4.04,13.07,4.84,5.16,7.97,0.8646,0.4,0
V03403,cargo,7,3.85,7.28,24.09,7.02,5.16,6.59,0.5772,5.15,0
V03404,cargo,2,7.67,3.8,8.02,6.58,10.98,8.2,0.8908,3.34,0
V03405,cargo,3,15.82,2.49,19.29,4.04,15.91,12.32,0.6926,2.24,0
V03406,cargo,9,9.4,5.18,3.84,8.37,9.98,2.94,0.4504,0.17,0
V03407,container,9,12.8,2.36,8.4,8.34,20.62,10.6,0.7459,4.58,0
V03408,container,5,15.09,8.49,3.38,7.72,10.46,8.19,0.4369,10.21,0
